id,raw_id,japanese,hiragana,chinese,level,pos,example_1,gloss_1,example_2,gloss_2,example_3,gloss_3,is_delisted
10103,N1_0103,virus,ウイルス,病毒,N1,名,コンピューターウイルス,电脑病毒,ウイルスに感[かん]染[せん]する。,感染病毒。,ウイルスを除[じょ]去[きょ]する。,清除病毒。,false
10104,N1_0104,受け入れる,うけいれる,接纳，接受,N1,他動2,他[た]国[こく]の文[ぶん]化[か]を受[う]け入[い]れる。,接受他国的文化。,留[りゅう]学[がく]生[せい]を受[う]け入[い]れる。,接收留学生。,現[げん]実[じつ]を受[う]け入[い]れる。,接受现实。,false
10105,N1_0105,疑わしい,うたがわしい,可疑,N1,イ形,疑[うたが]わしい人[じん]物[ぶつ],可疑的人,成[せい]功[こう]は疑[うたが]わしい。,成功与否值得怀疑。,挙[きょ]動[どう]が疑[うたが]わしい。,举动可疑。,false
10106,N1_0106,打ち上げ,うちあげ,放（烟花等）；结束，终了；庆功宴,N1,名,プロジェクトの打[う]ち上[あ]げ会[かい],項目完工庆祝会,ロケットの打[う]ち上[あ]げ,火箭的发射,花[は]火[なび]の打[う]ち上[あ]げ,放烟花,false
10107,N1_0107,打ち明ける,うちあける,如实说出,N1,他動2,本[ほん]心[しん]を打[う]ち明[あ]ける。,说出心里话。,秘[ひ]密[みつ]を打[う]ち明[あ]ける。,说出秘密。,悩[なや]みを打[う]ち明[あ]ける。,倾诉烦恼。,false
10108,N1_0108,うつ伏せ,うつぶせ,脸朝下或东西倒扣,N1,名,うつ伏[ぶ]せに寝[ね]る。,趴着睡。,うつ伏[ぶ]せに倒[たお]れる。,扑倒在地。,ベッドにうつ伏[ぶ]せになる。,趴在床上。,false
10109,N1_0109,腕前,うでまえ,本亊，才能,N1,名,腕[うで]前[まえ]を発[はっ]揮[き]する。,发挥本领。,料[りょう]理[り]の腕[うで]前[まえ],烹饪手艺,腕[うで]前[まえ]を上[あ]げる。,长本事。,false
10110,N1_0110,生まれつき,うまれつき,天生,N1,名*副,生[う]まれつきの悪[あく]人[にん]はいない。,（世上）没有天生的坏人。,生[う]まれつきの体[たい]質[しつ],天生的体质,性[せい]格[かく]は生[う]まれつきのものだ。,性格是天生的。,false
10111,N1_0111,埋め込む,うめこむ,埋入，埋进,N1,他動1,地[ち]中[ちゅう]に埋[う]め込[こ]む。,埋入地下。,壁[かべ]に埋[う]め込[こ]む。,嵌入墙里。,心[こころ]に深[ふか]く埋[う]め込[こ]む。,深深埋在心里。,false
10112,N1_0112,埋め立てる,うめたてる,填河、湖、海等造地,N1,他動2,川[かわ]を埋[う]め立[た]てて、駐[ちゅう]車[しゃ]場[じょう]を作[つく]る。,填河建停车场。,海[うみ]を埋[う]め立[た]てる。,填海。,埋[う]め立[た]て地[ち],填海地,false
10113,N1_0113,紆余曲折,うよきょくせつ,曲折；周折,N1,名*自動3,紆[う]余[よ]曲[きょく]折[せつ]を経[へ]て…。,几经周折，终于～。,紆[う]余[よ]曲[きょく]折[せつ]があった。,经历了一波三折。,人[じん]生[せい]の紆[う]余[よ]曲[きょく]折[せつ],人生的曲折,false
10114,N1_0114,上書き,うわがき,写在上面；覆盖（电脑用语）,N1,名*自他動3,上[うわ]書[が]き保[ほ]存[ぞん],覆盖保存,データを上[うわ]書[が]きする。,覆盖数据。,宛[あて]名[な]を上[うわ]書[が]きする。,重写收信人名。,false
10115,N1_0115,運営,うんえい,运营，运作,N1,名*他動3,企[き]業[ぎょう]を運[うん]営[えい]する。,运营企业。,組[そ]織[しき]の運[うん]営[えい],组织的运营,大[たい]会[かい]運[うん]営[えい],大会运营,false
10116,N1_0116,運送,うんそう,运送，运输,N1,名*他動3,運[うん]送[そう]業[ぎょう]者[しゃ],搬运公司,荷[に]物[もつ]を運[うん]送[そう]する。,運送货物。,運[うん]送[そう]費[ひ],运费,false
10117,N1_0117,運賃,うんちん,运费,N1,名,運[うん]賃[ちん]を引[ひ]き上[あ]げる。,提高运费。,バスの運[うん]賃[ちん],公交车费,運[うん]賃[ちん]を支[し]払[はら]う。,支付运费。,false
10118,N1_0118,云々,うんぬん,（这样那样地）评论，说长道短,N1,名*他動3,今[いま]更[さら]結[けっ]果[か]を云々[うんぬん]してもどうにもならない。,事到如今对结果说长道短也无济于事。,云々[うんぬん]とかんぬん,云云（省略后文）,結[けっ]果[か]を云々[うんぬん]する。,对结果议论纷纷。,false
10119,N1_0119,運搬,うんぱん,搬运，运输,N1,名*他動3,運[うん]搬[ぱん]業[ぎょう],运输业,資[し]材[ざい]を運[うん]搬[ぱん]する。,搬运资材。,運[うん]搬[ぱん]車[しゃ],搬运车,false
10120,N1_0120,英字,えいじ,英语文字,N1,名,英[えい]字[じ]新[しん]聞[ぶん]を読[よ]みこなす。,熟练地看英文报紙。,英[えい]字[じ]で書[か]く。,用英文写。,英[えい]字[じ]入[にゅう]力[りょく],英文输入,false
10121,N1_0121,英雄,えいゆう,英雄,N1,名,国[こく]民[みん]的[てき]英[えい]雄[ゆう],民族英雄,英[えい]雄[ゆう]色[いろ]を好[この]む。,英雄难过美人关。,乱[らん]世[せ]の英[えい]雄[ゆう],乱世英雄,false
10122,N1_0122,extra,エキストラ,群众演员；临时增刊,N1,名,映[えい]画[が]にエキストラで出[しゅつ]演[えん]する。,作为群众演员参演电影。,エキストラを募[ぼ]集[しゅう]する。,招募群众演员。,エキストラ版[ばん],增刊,false
10123,N1_0123,exotic,エキゾチック,异国情调的,N1,ナ形,エキゾチックなダンス,充满异国情调的舞蹈,エキゾチックな雰[ふん]囲[い]気[き],异国情调的氛围,エキゾチックな顔[かお]立[だ]ち,异国风情的容貌,false
10124,N1_0124,SF小説,エスエフしょうせつ,科幻小说,N1,名,SF[えすえふ]小[しょう]説[せつ]を読[よ]む。,读科幻小说。,人[にん]気[き]のSF[えすえふ]小[しょう]説[せつ],人气的科幻小说,SF[えすえふ]小[しょう]説[せつ]作[さっ]家[か],科幻小说家,false
10125,N1_0125,escalate,エスカレート,逐步升级,N1,名*自動3,紛[ふん]争[そう]がエスカレートする。,纠纷升级。,議[ぎ]論[ろん]がエスカレートする。,争论升级。,要[よう]求[きゅう]がエスカレートする。,要求逐步升级。,false
10126,N1_0126,essay,エッセー,随笔,N1,名,エッセーを書[か]く。,写随笔。,エッセー集[しゅう],随笔集,新[しん]聞[ぶん]のエッセー,报纸上的随笔,false
10127,N1_0127,閲覧,えつらん,阅览,N1,名*他動3,図[と]書[しょ]館[かん]で参[さん]考[こう]書[しょ]を閲[えつ]覧[らん]する。,在图书馆阅览参考书。,閲[えつ]覧[らん]室[しつ],阅览室,ウェブサイトを閲[えつ]覧[らん]する。,浏览网站。,false
10128,N1_0128,得手,えて,擅长,N1,名*ナ形,人[ひと]は得[え]手[て]不[ふ]得[えて]手[て]がある。,人各有擅长和擅长的方面,得[え]手[て]な科[か]目[もく],擅长的科目,得[え]手[て]勝[かっ]手[て]なことを言[い]う。,说些任性的话。,false
10129,N1_0129,episode,エピソード,插曲，轶事,N1,名,国[こく]際[さい]関[かん]係[けい]にまつわるエピソード,和国际关系有关的逸闻,興[きょう]味[み]深[ぶか]いエピソード,有趣的插曲,子[こ]供[ども]の頃[ころ]のエピソード,小时候的逸事,false
10130,N1_0130,elegant,エレガント,高雅，优雅,N1,ナ形,エレガントな女[じょ]性[せい],优雅的女性,エレガントな服[ふく]装[そう],高雅的服装,エレガントに振[ふ]る舞[ま]う。,举止优雅。,false
10131,N1_0131,縁,えん,缘分，关系。,N1,名,縁[えん]が切[き]れる。,缘分已尽。,縁[えん]もゆかりもない。,毫无关系。,不[ふ]思[し]議[ぎ]な縁[えん],不可思议的缘分,false
10132,N1_0132,円滑,えんかつ,圆滑，顺利,N1,名*ナ形,仕[し]事[ごと]が円[えん]滑[かつ]に進[すす]む。,工作进展顺利。,円[えん]滑[かつ]な運[うん]営[えい],圆滑的运营,人[にん]間[げん]関[かん]係[けい]を円[えん]滑[かつ]にする。,使人际关系圆滑。,false
10133,N1_0133,縁起,えんぎ,兆头,N1,名,縁[えん]起[ぎ]でもないことを言[い]うな。,不要说不吉利的话。,縁[えん]起[ぎ]を担[かつ]ぐ。,讨吉利。,縁[えん]起[ぎ]が良[よ]い。,吉利；兆头好。,false
10134,N1_0134,縁起物,えんぎもの,吉祥物,N1,名,縁[えん]起[ぎ]物[もの]で福[ふく]を呼[よ]ぶ。,用吉祥物招福进门。,初[はつ]詣[もうで]で縁[えん]起[ぎ]物[もの]を買[か]う。,新年参拜时买吉祥物。,熊[くま]手[で]は商[しょう]売[ばい]繁[はん]盛[じょう]の縁[えん]起[ぎ]物[もの]だ。,熊手是生意兴隆的吉祥物。,false
10135,N1_0135,engineer,エンジニア,工程师,N1,名,システムエンジニアとして働[はたら]く。,作为系统工程师工作。,優[ゆう]秀[しゅう]なエンジニア,优秀的工程师,エンジニアを採[さい]用[よう]する。,录用工程师。,false
10136,N1_0136,演出,えんしゅつ,导演；组织，安排,N1,名*他動3,黒[くろ]沢[さわ]さんが演[えん]出[しゅつ]した映[えい]画[が],黑泽先生导演的电影,結[けっ]婚[こん]式[しき]の演[えん]出[しゅつ]を担[たん]当[とう]する。,负责策划结婚礼。,舞[ぶ]台[たい]演[えん]出[しゅつ]家[か],舞台导演,false
10137,N1_0137,炎症,えんしょう,炎症,N1,名,炎[えん]症[しょう]を起[お]こす。,发炎。,喉[のど]の炎[えん]症[しょう]を抑[おさ]える。,抑制喉咙发炎。,皮[ひ]膚[ふ]の炎[えん]症[しょう],皮肤炎症,false
10138,N1_0138,円高,えんだか,日元升值,N1,名,円[えん]高[だか]で輸[ゆ]出[しゅつ]企[き]業[ぎょう]が苦[くる]しんでいる。,因日元升值，出口企业十分艰难。,急[きゅう]激[げき]な円[えん]高[だか],日元急剧升值,円[えん]高[だか]還[かん]元[げん]セール,日元升值回馈大甩卖,false
10139,N1_0139,演壇,えんだん,（演）讲台,N1,名,演[えん]壇[だん]に上[あ]がる。,上讲台。,演[えん]壇[だん]に立[た]つ。,站在讲台上。,演[えん]壇[だん]から語[かた]りかける。,从讲台上向大家讲话。,false
10140,N1_0140,遠方,えんぽう,远方,N1,名,遠[えん]方[ぽう]から来[く]る。,由远方来。,遠[えん]方[ぽう]のところをご苦[く]労[ろう]さまでした。,大老远的，太辛苦了；谢谢您远道而来。,遠[えん]方[ぽう]に住[す]む友[ゆう]人[じん],住在远方的朋友,false
10141,N1_0141,円満,えんまん,美满；圆满,N1,名*ナ形,円[えん]満[まん]に解[かい]決[けつ]する。,圆满解决。,夫[ふう]婦[ふ]円[えん]満[まん],夫妻美满,円[えん]満[まん]な人[ひと]柄[がら],圆滑的人品,false
10142,N1_0142,円安,えんやす,日元贬值,N1,名,為[か]替[わせ]相[そう]場[ば]は円[えん]安[やす]で釘[くぎ]づけにされた。,汇率固定在日元比价偏低的基础上。,円[えん]安[やす]ドルの高[たか],日元贬值美元升值,円[えん]安[やす]が進[すす]む。,日元持续贬值。,false
10143,N1_0143,追い出す,おいだす,赶出，撵出,N1,他動1,しつこい押[お]し売[う]りを追[お]い出[だ]した。,将难缠的强行推销的人撵了出去。,猫[ねこ]を追[お]い出[だ]す。,把猫赶出去。,部[へ]屋[や]から追[お]い出[だ]される。,被赶出房间。,false
10144,N1_0144,負う,おう,承担；蒙受；仰赖,N1,自他動1,責[せき]任[にん]を負[お]う。,担负责任。,優[ゆう]遇[ぐう]政[せい]策[さく]に負[お]うところが大[おお]きい。,多半依赖于优惠政策。,瀕[ひん]死[し]の重[じゅう]傷[しょう]を負[お]う。,身负濒死的重伤。,false
10145,N1_0145,横行,おうこう,横行，风行,N1,名*自動3,不[ふ]正[せい]が横[おう]行[こう]する。,不正当行为风行。,海[かい]賊[ぞく]が横[おう]行[こう]する。,海盗横行。,暴[ぼう]力[りょく]が横[おう]行[こう]する。,暴力横行。,false
10146,N1_0146,横領,おうりょう,侵吞，贪污,N1,名*他動3,公[こう]金[きん]を横[おう]領[りょう]する。,贪污公款。,業[ぎょう]務[む]上[じょう]横[おう]領[りょう],职务侵占,会[かい]社[しゃ]の金[かね]を横[おう]領[りょう]する。,贪污公司的钱。,false
10147,N1_0147,大げさ,おおげさ,夸张,N1,ナ形,大[おお]げさに言[い]う。,说得夸张。,話[はなし]が大[おお]げさだ。,话太夸张了。,大[おお]げさな身[み]振[ぶ]り,夸张的动作,false
10148,N1_0148,大御所,おおごしょ,权威，泰斗,N1,名,文[ぶん]学[がく]界[かい]の大[おお]御[ご]所[しょ],文学界的泰斗,歌[か]謡[よう]界[かい]の大[おお]御[ご]所[しょ],歌谣界的泰斗,政[せい]界[かい]の大[おお]御[ご]所[しょ],政界元老,false
10149,N1_0149,オーダーメイド,オーダーメイド,定做,N1,名,オーダーメイドの靴[くつ],定做的鞋,スーツをオーダーメイドする。,定做西装。,オーダーメイドのキッチン,定做的厨房,false
10150,N1_0150,大台,おおだい,（金额、数量的）大关,N1,名,売[う]り上[あ]げは1億[おく]ドルの大[おお]台[だい]に乗[の]った。,营业额突破了ー亿美元的大关。,株[かぶ]価[か]が大[おお]台[だい]を割[わ]り込[こ]む。,股价跌破大关。,体[たい]重[じゅう]が大[おお]台[だい]に乗[の]る。,体重突破大关（通常指变胖）。,false
10151,N1_0151,大手,おおて,大公司，大企业,N1,名,大[おお]手[て]企[き]業[ぎょう],大企业,大[おお]手[て]スーパー,大型超市,大[おお]手[て]メーカー,大型制造商,false
10152,N1_0152,automation,オートメーション,自动化,N1,名,最[さい]新[しん]のオートメーション工[こう]場[じょう]に案[あん]内[ない]する。,带人参观〔给人介绍〕最新式的自动化工厂（车间）。,手[て]作[さ]業[ぎょう]をオートメーションに切[き]り替[か]える。,把人工作业改为自动化。,オフィスオートメーション,办公自动化,false
10153,N1_0153,owner,オーナー,物主，业主,N1,名,プロ球[きゅう]団[だん]のオーナー,职业棒球队的经营主。,店[みせ]のオーナー,店主,オーナー社[しゃ]長[ちょう],所有者社长,false
10154,N1_0154,大幅,おおはば,大幅度,N1,名*ナ形,予[よ]算[さん]を大[おお]幅[はば]に削[さく]減[げん]する。,大幅削减预算。,計[け]画[かく]を大[おお]幅[はば]に変[へん]更[こう]する。,大幅变更计划。,大[おお]幅[はば]な遅[おく]れ,大幅度的延迟,false
